ID,Location,Description,Weapon,Post
19864,700 SAINT DUNSTANS RD,O,OTHER,523
19865,4400 FRANCONIA DR,I,HANDS,443
19866,400 N HIGHLAND AVE,I,OTHER,224
19867,1100 N MONROE ST,I,OTHER,743
19868,1200 N GAY ST,I,OTHER,331
19869,1200 S CAREY ST,O,OTHER,932
19870,1400 E COLD SPRING LN,I,OTHER,413
19871,4500 WHITE OAK AVE,I,OTHER,643
19872,1500 HOMESTEAD ST,I,OTHER,411
19873,2300 LIBERTY HEIGHTS AV,I,KNIFE,611
19874,0 LIGHT ST,I,OTHER,111
19875,3800 EASTERN AVE,I,OTHER,233
19876,1200 E COLD SPRING LN,I,OTHER,413
19877,3500 BOSTON ST,I,OTHER,233
19878,0 W 20TH ST,O,OTHER,141
19879,800 E BALTIMORE ST,I,FIREARM,211
19880,6300 YORK RD,I,OTHER,522
19881,2200 E MONUMENT ST,I,OTHER,321
19882,1300 W 37TH ST,I,KNIFE,531
19883,3400 OLD FREDERICK RD,O,FIREARM,842
19884,600 E PRATT ST,I,OTHER,112
19885,3400 OLD FREDERICK RD,O,FIREARM,842
19886,200 S EAST AVE,O,HANDS,231
19887,2700 PELHAM AVE,I,HANDS,432
19888,3500 BOSTON ST,I,OTHER,233
19889,5900 SAINT REGIS RD,I,KNIFE,441
19890,1200 N CAROLINE ST,O,KNIFE,343
19891,1600 WICOMICO ST,O,OTHER,941
19892,1000 CAMERON RD,O,OTHER,523
19893,3200 EASTERN AVE,I,FIREARM,232
19894,1600 W NORTH AVE,I,FIREARM,733
19895,400 NICOLL AVE,O,OTHER,522
19896,4200 FRANKFORD AVE,I,FIREARM,444
19897,2500 E FAYETTE ST,O,OTHER,221
19898,0 E FAYETTE ST,I,OTHER,111
19899,400 HOMELAND AVE,I,OTHER,521
19900,2500 WILKENS AVE,O,OTHER,841
19901,2400 EUTAW PL,O,OTHER,133
19902,3800 E LOMBARD ST,I,KNIFE,223
19903,2400 W BELVEDERE AVE,I,HANDS,532
19904,2400 W BELVEDERE AVE,I,HANDS,532
19905,200 S MASON CT,O,HANDS,211
19906,,O,OTHER,323
19907,1300 E 36TH ST,O,OTHER,412
19908,600 ROUNDVIEW RD,O,OTHER,922
19909,300 W BALTIMORE ST,I,HANDS,111
19910,6000 EURITH AVE,O,HANDS,445
19911,2000 ORLEANS ST,O,OTHER,212
19912,800 S DECKER AVE,O,OTHER,232
19913,4200 OAKFORD AVE,O,OTHER,622
19914,800 WASHINGTON BLVD,I,OTHER,932
19915,200 S BROADWAY,I,HANDS,213
19916,4500 N ROGERS,O,OTHER,623
19917,1100 JAMES ST,O,FIREARM,932
19918,1000 WOODBOURNE AVE,O,OTHER,524
19919,1400 E FAIRMOUNT AVE,O,OTHER,212
19920,1000 W BALTIMORE,O,OTHER,712
19921,3100 W NORTH AVE,I,HANDS,813
19922,6800 REISTERSTOWN RD,I,OTHER,631
19923,4000 RIDGEWOOD AVE,O,FIREARM,621
19924,1700 PENNSYLVANIA AVE,O,HANDS,123
19925,1300 S PONCA ST,O,OTHER,233
19926,3400 BELAIR RD,O,OTHER,432
19927,1800 W LEXINGTON ST,O,OTHER,711
19928,300 W BALTIMORE ST,I,HANDS,111
19929,4000 EDGEWOOD RD,I,HANDS,643
19930,2800 FREDERICK AVE,O,FIREARM,842
19931,2200 SAINT PAUL ST,I,OTHER,514
19932,2600 EDMONDSON AVE,O,OTHER,721
19933,200 S LINWOOD AVE,O,OTHER,221
19934,1000 CHERRY HILL RD,O,OTHER,922
19935,2300 E MADISON ST,I,OTHER,323
19936,1400 W OSTEND ST,O,OTHER,932
19937,1600 E MADISON ST,O,HANDS,313
19938,2400 BOSTON ST,I,OTHER,232
19939,5700 EASTERN AVE,O,OTHER,241
19940,300 SAINT PAUL ST,I,OTHER,111
19941,1800 SAINT PAUL ST,I,OTHER,141
19942,1800 CLIFTON AVE,I,HANDS,731
19943,6800 MCCLEAN BLVD,I,OTHER,423
19944,900 WYMAN PARK DR,I,OTHER,511
19945,2400 SAINT STEPHENS CT,O,OTHER,731
19946,,O,OTHER,735
19947,0 N WASHINGTON ST,I,OTHER,212
19948,2900 RIDGEWOOD AVE,I,OTHER,613
19949,2500 TOLLEY ST,O,OTHER,831
19950,4400 W FOREST PARK AVE,I,OTHER,641
19951,2700 WILKENS AVE,O,OTHER,841
19952,2700 WILKENS AVE,O,OTHER,841
19953,1600 THAMES ST,O,OTHER,213
19954,1900 N PULASKI ST,O,OTHER,731
19955,300 GUSRYAN ST,O,OTHER,241
19956,400 FOLCROFT ST,O,OTHER,241
19957,700 S BROADWAY,O,HANDS,213
19958,700 S BROADWAY,O,HANDS,213
19959,WEST ST,O,OTHER,942
19960,5800 EDGEPARK RD,I,KNIFE,415
19961,5800 EDGEPARK RD,I,KNIFE,415
19962,1700 LANCASTER ST,O,HANDS,213
19963,6900 GLENHEIGHTS RD,I,HANDS,631
19964,700 S BROADWAY,O,HANDS,213
19965,1900 N BENTALOU ST,O,OTHER,731
19966,1500 RUSSELL ST,I,OTHER,941
19967,1600 DRUID HILL AVE,O,OTHER,123
19968,200 SAINT PAUL PL,I,OTHER,111
19969,1600 SPRUCE ST,O,OTHER,911
19970,6500 FRANKFORD AVE,I,HANDS,441
19971,5800 OAKLEAF AVE,I,OTHER,631
19972,900 SAINT GEORGES RD,I,OTHER,521
19973,2100 W LAFAYETTE AVE,O,OTHER,722
19974,2000 EASTERN AVE,I,OTHER,213
19975,1300 N BENTALOU ST,O,OTHER,723
19976,1200 SHELLBANKS RD,I,OTHER,922
19977,500 SAINT PAUL ST,I,OTHER,142
19978,6200 PULASKI HWY,I,FIREARM,241
19979,1300 WHITELOCK ST,O,OTHER,733
19980,3000 ELLERSLIE AVE,O,OTHER,513
19981,1500 RUSSELL ST,I,HANDS,941
19982,3600 ROLAND AVE,I,OTHER,531
19983,5500 LAURELTON AVE,O,OTHER,423
19984,2000 ROCKROSE AVE,O,OTHER,533
19985,3000 CLIFTON PARK TER,O,OTHER,432
19986,3500 HOLMES AVE,I,OTHER,732
19987,2400 SAINT STEPHENS CT,O,OTHER,731
19988,2200 PENTLAND DR,I,OTHER,423
19989,2100 CALLOW AVE,O,OTHER,133
19990,1100 W 40TH ST,I,HANDS,531
19991,1800 ORLEANS ST,I,OTHER,321
19992,700 MELVILLE AVE,I,OTHER,543
19993,500 HURLEY AVE,I,HANDS,832
19994,100 W FAYETTE ST,I,OTHER,111
19995,2400 N CHARLES ST,O,OTHER,514
19996,4300 GREENHILL AVE,I,HANDS,442
19997,900 DARTMOUTH RD,I,OTHER,522
19998,1000 HAVERHILL RD,I,OTHER,832
19999,100 W FAYETTE ST,I,OTHER,111
20000,6900 MCCLEAN BLVD,I,OTHER,423
20001,,I,OTHER,824
20002,500 N ATHOL AV,O,OTHER,843
20003,4200 WALRAD ST,O,OTHER,833
20004,400 SWALE AVE,I,OTHER,922
20005,1300 N CALVERT ST,O,OTHER,141
20006,1300 RUSSELL ST,I,OTHER,941
20007,3900 DOLFIELD AVE,O,OTHER,643
20008,3400 SPELMAN RD,I,HANDS,922
20009,2500 EDGECOMBE CIR N,I,OTHER,532
20010,3700 CLAREMONT ST,I,HANDS,231
20011,800 SPEDDEN ST,O,FIREARM,722
20012,2600 CHESTERFIELD AVE,O,OTHER,432
20013,2700 CLASSEN AVE,O,OTHER,614
20014,600 E PRATT ST,I,OTHER,112
20015,200 WILSON ALY,O,OTHER,111
20016,600 E PRATT ST,I,OTHER,112
20017,1500 LOCHWOOD RD,O,HANDS,412
20018,6100 PARK HEIGHTS AVE,I,HANDS,632
20019,100 SCOTT ST,I,OTHER,931
20020,2300 E MADISON ST,,OTHER,323
20021,4100 AUDREY AVE,O,HANDS,913
20022,800 SPEDDEN ST,O,FIREARM,722
20023,4500 EDMONDSON AVE,I,OTHER,822
20024,4600 PARK HEIGHTS AVE,O,OTHER,614
20025,4600 ERDMAN AVE,I,HANDS,433
20026,500 N MADEIRA ST,O,OTHER,321
20027,2100 W BALTIMORE ST,O,OTHER,842
20028,800 BETHUNE RD,I,OTHER,922
20029,2600 GREENMOUNT AVE,I,OTHER,513
20030,2300 KEN OAK RD,I,OTHER,533
20031,1000 EDMONDSON AVE,O,OTHER,713
20032,3700 FAIRHAVEN AVE,I,HANDS,911
20033,0 N FREMONT AVE,O,OTHER,712
20034,5800 BELAIR RD,O,FIREARM,445
20035,4500 EDMONDSON AVE,I,OTHER,822
20036,3200 CHESTERFIELD AVE,I,OTHER,432
20037,900 N MONROE ST,O,HANDS,722
20038,100 S LINWOOD AVE,I,HANDS,222
20039,5900 FRANKFORD AV,O,FIREARM,444
20040,2500 W FAIRMOUNT AVE,O,FIREARM,842
20041,5900 CEDONIA AVE,O,FIREARM,445
20042,2800 EVERGREEN AVE,O,OTHER,423
20043,4600 YORK RD,O,FIREARM,521
20044,3200 THE ALAMEDA,O,FIREARM,411
20045,2800 THE ALAMEDA,O,FIREARM,411
20046,1100 CEDARCROFT RD,O,OTHER,522
20047,300 KEY HWY,O,OTHER,112
20048,2700 OVERLAND AVE,O,OTHER,421
20049,7200 MCCLEAN BLVD,I,OTHER,423
20050,2000 E FAYETTE ST,O,OTHER,212
20051,3600 BROOKLYN AVE,O,HANDS,913
20052,400 N CLINTON ST,O,OTHER,224
20053,1100 N MOUNT ST,O,OTHER,743
20054,800 E 35TH ST,O,OTHER,543
20055,800 GILRUBIN CT,I,HANDS,542
20056,900 LIGHT ST,O,OTHER,942
20057,2900 VIRGINIA AVE,O,OTHER,532
20058,6800 MCCLEAN BLVD,O,KNIFE,423
20059,3800 BROOKLYN AVE,I,HANDS,913
20060,1300 S HANOVER ST,O,OTHER,942
20061,2600 SISSON ST,I,OTHER,511
20062,4100 BRENDAN AVE,O,HANDS,432
20063,3000 BEVERLY RD,O,OTHER,422
20064,300 SAINT DUNSTANS RD,O,OTHER,523
20065,3400 SPELMAN RD,I,OTHER,922
20066,3800 9TH ST,O,OTHER,913
20067,3900 GELSTON DR,O,OTHER,844
20068,2200 PINEWOOD AVE,O,OTHER,423
20069,1900 CHARLES ST,O,OTHER,141
20070,1300 S PONCA ST,O,OTHER,233
20071,3600 GWYNN OAK AVE,O,OTHER,622
20072,700 BEAVERBROOK RD,O,OTHER,523
20073,1700 EASTERN AVE,I,HANDS,213
20074,2600 NORTHSHIRE DR,O,OTHER,923
20075,1300 N ELLWOOD AVE,I,HANDS,332
20076,1200 JAMES ST,I,OTHER,932
20077,0 N ELLAMONT ST,I,OTHER,842
20078,2500 VIOLET AVE,I,OTHER,612
20079,300 S LOUDON AVE,O,HANDS,833
20080,4700 MORAVIA RD,O,FIREARM,443
20081,6200 BILTMORE AVE,O,OTHER,632
20082,1000 TYSON ST,O,OTHER,141
20083,1800 BRADDISH AVE,I,OTHER,723
20084,1700 HOMESTEAD ST,I,OTHER,411
20085,2300 E FEDERAL ST,I,OTHER,331
20086,5600 NORTHWOOD AVE,O,FIREARM,523
20087,900 N MONROE ST,O,OTHER,722
20088,2900 EVERGREEN AVE,I,HANDS,423
20089,1800 Saint Paul St,I,HANDS,141
20090,5200 SAINT ALBANS WAY,I,OTHER,523
20091,200 W LEXINGTON ST,O,OTHER,111
20092,0 N POPPLETON ST,O,FIREARM,712
20093,2600 MADISON ST,O,OTHER,323
20094,600 N LAKEWOOD AVE,O,OTHER,221
20095,2400 E PRESTON ST,O,OTHER,331
20096,4500 DERBY MANOR DR,I,OTHER,532
20097,AV & ROCKROSE AV,O,OTHER,533
20098,300 IMLA ST,I,HANDS,241
20099,4000 FALLS RD,I,HANDS,531
20100,3200 PELHAM AVE,I,HANDS,432
20101,1900 EDMONDSON,O,OTHER,722
20102,200 S EXETER ST,O,OTHER,211
20103,1300 W HAMBURG ST,O,OTHER,932
20104,1600 E LOMBARD ST,O,OTHER,212
20105,4700 SHAMROCK AVE,O,OTHER,442
20106,2900 ROCKROSE AVE,O,FIREARM,612
20107,1600 NORTHBOURNE RD,I,OTHER,415
20108,4200 PENNINGTON AVE,O,HANDS,911
20109,1200 BANK ST,I,OTHER,211
20110,300 JOPLIN ST,O,OTHER,241
20111,4200 PENNINGTON AVE,I,OTHER,911
20112,5700 PARK HEIGHTS AVE,O,OTHER,632
20113,900 BOYD ST,O,OTHER,931
20114,800 W SARATOGA ST,I,OTHER,712
20115,1700 HOLBROOK,O,OTHER,343
20116,200 MARION ST,O,OTHER,111
20117,600 CATHEDRAL ST,I,OTHER,142
20118,3800 BOSTON ST,I,OTHER,233
20119,1200 JAMES ST,O,HANDS,932
20120,6600 REISTERSTOWN RD,I,OTHER,631
20121,3300 SUMTER AVE,I,OTHER,614
20122,2200 E CHASE ST,I,FIREARM,322
20123,6600 Vincent Ln,O,OTHER,631
20124,500 N MONTFORD AVE,I,OTHER,221
20125,800 S DALLAS ST,I,OTHER,213
20126,400 E 33RD ST,I,OTHER,512
20127,200 E BALTIMORE ST,O,OTHER,111
20128,3700 EVERGREEN AVE,I,HANDS,425
20129,6700 WESTBROOK RD,I,OTHER,632
20130,1700 N CAREY ST,O,OTHER,742
20131,900 WOODBOURNE AVE,I,OTHER,523
20132,6200 BENHURST RD,I,OTHER,632
20133,100 N PACA ST,I,HANDS,111
20134,2500 WILLOW GLEN DR,I,OTHER,632
20135,900 WOODBOURNE AVE,I,OTHER,523
20136,900 WOODBOURNE AVE,I,OTHER,523
20137,700 MCCABE AVE,I,OTHER,524
20138,1500 N MONTFORD AVE,I,OTHER,331
20139,6000 BAYWOOD AVE,I,OTHER,632
20140,1200 EDMONDSON AV,O,OTHER,713
20141,5500 WAYNE AVE,O,OTHER,622
20142,2400 HERKIMER ST,O,OTHER,831
20143,1800 W LEXINGTON ST,I,OTHER,711
20144,2100 W LAFAYETTE AVE,O,OTHER,722
20145,400 FONTHILL AVE,I,KNIFE,832
20146,3000 E BALTIMORE ST,I,OTHER,222
20147,500 Mcelderry St,O,OTHER,312
20148,4400 WILLSHIRE AVE,O,OTHER,444
20149,1200 WASHINGTON BLVD,I,OTHER,932
20150,300 CATHEDRAL ST,O,HANDS,111
20151,500 ROUNDVIEW RD,O,OTHER,922
20152,YORK RD,I,OTHER,523
20153,300 CATHEDRAL ST,O,HANDS,111
20154,3300 ROUND RD,O,OTHER,922
20155,5500 PRICE AVE,O,OTHER,623
20156,2400 FOSTER AVE,I,OTHER,232
20157,5200 HILLWELL RD,O,OTHER,823
20158,3300 BLOOMINGDALE RD,O,OTHER,811
20159,3800 E LOMBARD ST,I,OTHER,223
20160,1800 N CHESTER ST,I,OTHER,331
20161,3500 TIOGA PKWY,I,OTHER,731
20162,200 N KENWOOD AVE,I,OTHER,221
20163,300 W BALTIMORE ST,I,HANDS,111
20164,200 N BELNORD AVE,O,OTHER,221
20165,300 W BALTIMORE ST,O,OTHER,111
20166,1200 LINWORTH AVE,O,OTHER,413
20167,2500 E MONUMENT ST,O,OTHER,323
20168,800 WILBERT AVE,I,OTHER,524
20169,2900 OAKFORD AVE,I,OTHER,532
20170,1000 BETHUNE RD,O,OTHER,922
20171,1600 SULGRAVE AVE,I,OTHER,533
20172,4000 3RD ST,I,OTHER,913
20173,4000 RIDGEWOOD AVE,O,FIREARM,621
20174,1400 E FAYETTE ST,I,OTHER,212
20175,600 S BROADWAY,O,OTHER,213
20176,500 S MACON ST,O,OTHER,242
20177,2900 POPLAR TER,O,OTHER,811
20178,1800 WASHINGTON BLVD,O,OTHER,941
20179,5500 PRICE AVE,O,OTHER,623
20180,1700 ABBOTSTON ST,O,OTHER,411
20181,4700 YORK RD,O,FIREARM,521
20182,2500 GUILFORD AVE,O,OTHER,513
20183,4700 BEAUFORT AVE,I,HANDS,614
20184,500 1 & 2 HALF MILE CT,I,OTHER,143
20185,6200 O''DONNELL ST,I,HANDS,242
20186,1800 W LEXINGTON ST,I,HANDS,711
20187,600 S CHARLES ST,I,OTHER,941
20188,4100 6TH ST,O,OTHER,913
20189,3300 CHESLEY AVE,I,OTHER,424
20190,800 W 33RD ST,O,KNIFE,531
20191,5900 THE ALAMEDA,O,OTHER,414
20192,3800 GREENWAY,I,OTHER,542
20193,5500 TODD AVE,I,OTHER,444
20194,800 N CALVERT ST,I,OTHER,142
20195,100 E REDWOOD ST,O,KNIFE,111
20196,200 E UNIVERSITY PKWY,I,OTHER,512
20197,200 E UNIVERSITY PKWY,I,OTHER,512
20198,1300 BANK ST,O,OTHER,211
20199,6400 LAURELTON AVE,O,OTHER,423
20200,1300 BAYARD ST,O,OTHER,932
20201,4500 BONNER RD,I,KNIFE,641
20202,1000 N MOUNT ST,O,FIREARM,743
20203,1500 E LEXINGTON ST,O,FIREARM,212
20204,200 BOND ST,O,OTHER,212
20205,2200 CORONA CT,O,FIREARM,423
20206,2800 ROSALIND AVE,O,OTHER,532
20207,900 S CATON AVE,O,HANDS,832
20208,600 CHART AVE,I,OTHER,913
20209,400 W BALTIMORE ST,O,OTHER,111
20210,1000 N GILMOR ST,O,OTHER,743
20211,900 E FORT AVE,I,HANDS,943
20212,1600 MONTPELIER ST,O,KNIFE,411
20213,3600 YOLANDO RD,I,HANDS,412
20214,3200 FALLSTAFF RD,I,OTHER,632
20215,3000 GREENMOUNT AVE,I,FIREARM,513
20216,3400 CLIFTON AVE,I,OTHER,812
20217,2800 HAMILTON AVE,O,OTHER,423
20218,1000 N BROADWAY,O,OTHER,313
20219,1800 BAKER ST,O,FIREARM,742
20220,3400 W BELVEDERE AVE,O,OTHER,633
20221,1800 BAKER ST,O,FIREARM,742
20222,5100 BELAIR RD,O,OTHER,426
20223,600 PORTLAND ST,I,OTHER,941
20224,1500 E BELVEDERE AVE,I,OTHER,415
20225,1700 COLE ST,I,OTHER,935
20226,500 E PATAPSCO AVE,I,OTHER,913
20227,3700 5TH ST,I,OTHER,913
20228,700 HUNTING PL,O,OTHER,822
20229,1000 HORNERS LN,I,HANDS,433
20230,5700 MORAVIA RD,O,OTHER,443
20231,200 N CHARLES ST,I,OTHER,111
20232,2300 E BALTIMORE,O,OTHER,221
20233,1500 GREENDALE RD,I,OTHER,412
20234,4100 POTTER ST,I,HANDS,833
20235,2200 PENTLAND DR,I,OTHER,423
20236,1100 E 36TH ST,O,OTHER,412
20237,5100 WILLISTON ST,O,OTHER,833
20238,3500 BOSTON ST,I,OTHER,233
20239,600 S PAYSON ST,I,OTHER,934
20240,0 N BELNORD AVE,O,OTHER,222
20241,3000 E NORTHERN PKWY,I,HANDS,424
20242,REISTERSTOWN RD,I,OTHER,631
20243,5400 BELAIR RD,I,OTHER,444
20244,5600 BELAIR RD,O,OTHER,426
20245,3300 BAYONNE AVE,I,OTHER,425
20246,3300 BAYONNE AVE,I,OTHER,425
20247,3300 BAYONNE AVE,I,OTHER,425
20248,3300 BAYONNE AVE,I,OTHER,425
20249,3300 BAYONNE AVE,I,OTHER,425
20250,1500 POPLAR GROVE ST,O,OTHER,813
20251,300 FALLSWAY,O,HANDS,111
20252,1000 CATHEDRAL ST,I,OTHER,141
20253,800 BEVAN ST,I,OTHER,941
20254,700 APPLETON ST,O,HANDS,722
20255,200 S BROADWAY,I,KNIFE,213
20256,5100 N CHARLES ST,O,OTHER,521
20257,1500 LESTER MORTON CT,O,HANDS,313
20258,2000 HARFORD RD,I,OTHER,342
20259,AV & ROLAND VIEW AV,O,OTHER,533
20260,6300 HARFORD RD,I,OTHER,424
20261,2200 ROUND RD,I,OTHER,922
20262,1800 W LANVALE ST,I,OTHER,722
20263,600 E PRATT ST,I,OTHER,112
20264,2400 SAINT STEPHENS CT,O,OTHER,731
20265,1300 N CALVERT ST,I,OTHER,141
20266,1100 LIGHT ST,I,OTHER,942
20267,1200 W NORTH AVE,I,OTHER,131
20268,2500 WASHINGTON BLVD,I,OTHER,831
20269,0 PARKIN ST,I,OTHER,931
20270,1400 ANGLESEA ST,I,OTHER,233
20271,1700 N PULASKI ST,I,OTHER,741
20272,800 S HIGHLAND AVE,O,OTHER,232
20273,500 S SMALLWOOD ST,I,OTHER,841
20274,500 N FREMONT AVE,I,HANDS,713
20275,1700 N DALLAS ST,O,HANDS,343
20276,1500 RUSSELL ST,I,OTHER,941
20277,500 DOLPHIN ST,I,OTHER,123
20278,1400 N MONROE ST,O,FIREARM,723
20279,2200 CORONA CT,O,FIREARM,423
20280,1600 N CALHOUN ST,O,OTHER,742
20281,3600 ELMLEY AVE,I,FIREARM,432
20282,2000 ORLEANS ST,O,OTHER,212
20283,5000 ELMER AVE,O,OTHER,614
20284,100 S HIGH ST,I,OTHER,211
20285,2400 E OLIVER ST,O,HANDS,331
20286,500 WALKER AV,I,FIREARM,522
20287,500 MC ELDERRY ST,I,FIREARM,312
20288,1600 SULGRAVE AVE,I,OTHER,533
20289,6600 Vincent Ln,O,OTHER,631
20290,500 PARK AVE,I,OTHER,142
20291,3800 GREENWAY,I,OTHER,542
20292,4200 ROLAND VIEW AVE,I,OTHER,533
20293,2700 PORT COVINGTON DR,I,OTHER,943
20294,400 ORCHARD ST,O,OTHER,143
20295,200 E BALTIMORE ST,I,HANDS,111
20296,2000 MARYLAND AVE,I,OTHER,514
20297,LONGWOOD ST & PRESBURY ST,O,OTHER,813
20298,800 NEWINGTON AVE,I,HANDS,133
20299,200 S ROBINSON ST,I,OTHER,231
20300,1500 ELMTREE ST,O,OTHER,911
20301,1100 PENNSYLVANIA AVE,I,OTHER,123
20302,400 E 27TH ST,I,HANDS,513
20303,200 N EUTAW ST,I,OTHER,111
20304,100 VIOLET HILL WHITE WAY,I,HANDS,122
20305,3500 PINKNEY RD,O,OTHER,632
20306,3400 WILKENS AVE,I,OTHER,832
20307,1100 W NORTHERN PKWY,I,OTHER,521
20308,500 SEAGULL AVE,I,HANDS,922
20309,1700 HOMESTEAD ST,I,HANDS,411
20310,1300 CEDARCROFT RD,O,OTHER,414
20311,4600 FOSTER AVE,O,OTHER,242
20312,1000 COOKS LN,O,OTHER,823
20313,2200 WILKENS AVE,I,HANDS,841
20314,2200 OREM AVE,O,HANDS,732
20315,1800 N MILTON AVE,O,OTHER,331
20316,1400 E LOMBARD ST,O,KNIFE,212
20317,1400 E LOMBARD ST,O,KNIFE,212
20318,400 S PAYSON ST,I,OTHER,934
20319,2900 WESTWOOD AVE,I,OTHER,813
20320,2200 CEDLEY ST,I,HANDS,921
20321,1500 KENHILL AVE,I,HANDS,332
20322,ST & DRUID HILL AV,O,HANDS,123
20323,6300 GREENSPRING AVE,O,OTHER,632
20324,3100 CLIFTON AVE,O,OTHER,811
20325,4600 FOSTER AVE,I,OTHER,242
20326,4600 FOSTER AVE,O,OTHER,242
20327,RD & CHESTERFIELD AV,O,OTHER,432
20328,600 DUMBARTON AVE,I,KNIFE,542
20329,0 N FULTON AVE,O,OTHER,711
20330,5000 E HOFFMAN ST,I,OTHER,433
20331,200 E MOUNT ROYAL AVE,I,OTHER,141
20332,0 S SCHROEDER ST,O,OTHER,931
20333,1600 WASHINGTON ST,I,OTHER,331
20334,5600 GARDENVILLE AVE,I,OTHER,444
20335,300 FONTHILL AVE,O,OTHER,842
20336,6100 BELAIR RD,O,OTHER,445
20337,5400 GARDENWOOD RD,I,OTHER,444
20338,2400 Woodbrook,O,KNIFE,733
20339,200 E UNIVERSITY PKWY,I,OTHER,512
20340,5000 CLIFTON AVE,O,HANDS,821
20341,1500 N BOND ST,I,HANDS,343
20342,0 W PRESTON ST,O,OTHER,141
20343,500 N LINWOOD AVE,I,HANDS,224
20344,1100 S PONCA ST,O,OTHER,233
20345,800 S CAROLINE ST,O,OTHER,213
20346,4000 PENHURST AV,O,FIREARM,621
20347,3400 CARDENAS AVE,O,OTHER,432
20348,1600 WILKENS AVE,O,OTHER,935
20349,600 MARKHAM RD,I,HANDS,833
20350,600 MARKHAM RD,I,HANDS,833
20351,6400 HARTWAIT ST,O,OTHER,243
20352,5400 FORCE RD,I,OTHER,444
20353,2000 N DUKELAND ST,O,OTHER,811
20354,800 OLDHAM ST,I,OTHER,242
20355,100 N ELLWOOD AVE,O,OTHER,222
20356,700 MELLO CT,I,HANDS,313
20357,300 E PATAPSCO AVE,I,OTHER,913
20358,6100 E PRATT ST,O,OTHER,241
20359,1800 EAGLE ST,O,OTHER,934
20360,200 GOODALE RD,I,OTHER,523
20361,1300 N CAREY ST,I,OTHER,743
20362,1800 PENNSYLVANIA AVE,I,OTHER,123
20363,4800 LANIER AVE,O,OTHER,532
20364,1600 N BROADWAY,I,HANDS,331
20365,400 N MILTON AVE,O,OTHER,221
20366,100 N STREEPER ST,I,OTHER,222
20367,6900 REISTERSTOWN RD,O,OTHER,631
20368,5500 FORCE RD,O,OTHER,444
20369,1600 WOODBOURNE AVE,O,OTHER,415
20370,2400 LIBERTY HEIGHTS AVE,I,OTHER,731
20371,2400 LIBERTY HEIGHTS AVE,I,HANDS,731
20372,500 PARK AVE,I,OTHER,142
20373,1200 W PRATT ST,O,OTHER,932
20374,1300 CROFTON RD,O,FIREARM,413
20375,1300 E CLEMENT ST,O,OTHER,943
20376,1300 WILDWOOD PKWY,I,HANDS,844
20377,2500 E MADISON ST,I,HANDS,323
20378,200 S SHARP ST,O,OTHER,111
20379,5000 SCHAUB AVE,O,OTHER,444
20380,5000 SCHAUB AVE,O,OTHER,444
20381,4300 BOWERS AVE,O,OTHER,623
20382,0 S Carrollton Ave,O,OTHER,931
20383,3100 HOWARD PARK AVE,I,OTHER,622
20384,1900 E LANVALE ST,O,OTHER,331
20385,,O,OTHER,217
20386,400 S BOND ST,O,OTHER,213
20387,400 S BOND ST,O,OTHER,213
20388,800 N FULTON AVE,I,OTHER,722
20389,5600 CARTER AVE,O,OTHER,425
20390,5400 CEDONIA AVE,I,OTHER,441
20391,600 WILDWOOD PKWY,O,OTHER,844
20392,2400 WASHINGTON BLVD,I,HANDS,831
20393,4500 HARFORD RD,I,OTHER,422
20394,5600 ELDERON AVE,O,OTHER,623
20395,3400 MAYFIELD AVE,O,OTHER,432
20396,600 S MILTON AVE,I,OTHER,232
20397,3100 BANK ST,,OTHER,231
20398,4800 ALTHEA AVE,O,OTHER,443
20399,1600 N ROSEDALE ST,O,OTHER,813
20400,1600 N ROSEDALE ST,O,OTHER,813
20401,100 N MONTFORD AVE,I,OTHER,221
20402,1900 CLIFTON AVE,I,HANDS,731
20403,500 HOLLEN RD,I,HANDS,522
20404,1600 E 25TH ST,I,FIREARM,342
20405,1600 E 25TH ST,O,FIREARM,342
20406,3800 W BELVEDERE AVE,I,FIREARM,633
20407,1500 WASHINGTON BLVD,O,HANDS,935
20408,2600 FREDERICK AVE,I,HANDS,841
20409,1300 DARLEY AVE,O,OTHER,342
20410,200 S CHESTER ST,O,OTHER,212
20411,1800 E OLIVER ST,I,OTHER,331
20412,2700 FAIT AVE,O,OTHER,232
20413,700 N HOWARD ST,O,OTHER,142
20414,700 KEVIN RD,O,OTHER,822
20415,4600 HUDSON ST,I,OTHER,242
20416,2100 CALLOW AVE,I,OTHER,133
20417,1000 W 41ST ST,I,OTHER,541
20418,900 BRUNSWICK ST,O,OTHER,841
20419,2700 WALBROOK AVE,O,OTHER,811
20420,100 S REGESTER ST,I,OTHER,212
20421,2000 DIVISION ST,I,OTHER,123
20422,0 CHARLCOTE PL,I,OTHER,542
20423,2300 N CHARLES ST,I,HANDS,514
20424,2100 LAMLEY ST,O,OTHER,212
20425,1300 W PRATT ST,O,OTHER,933
20426,1200 BROENING HWY,O,HANDS,233
20427,1000 GREENMOUNT AV,I,FIREARM,311
20428,1200 HAVERHILL RD,O,OTHER,832
20429,,O,OTHER,
20430,1000 WOODSON RD,O,OTHER,522
20431,200 S WASHINGTON ST,O,KNIFE,212
20432,3500 GLENMORE,O,HANDS,424
20433,3300 HILLSDALE RD,I,OTHER,622
20434,0 N CALVERT ST,I,OTHER,111
20435,900 N CAROLINE ST,I,OTHER,313
